pind,volumn,title,author,poetry
100,卷2_13,景龍四年正月五日移仗蓬萊宮御大明殿會吐…柏梁體聯句,李顯,"['潤色鴻業寄賢才', '——李顯', '叨居右弼愧鹽梅', '——李嶠', '運籌帷幄荷時來', '——宗楚客', '職掌圖籍濫蓬萊', '——劉憲', '兩司謬忝謝鐘裴', '——崔湜', '禮樂銓管效涓埃', '——鄭愔', '陳師振旅清九垓', '——趙彥昭', '欣承顧問侍天杯', '——李適', '銜恩獻壽柏梁臺', '——蘇颋', '黃縑青簡奉康哉', '——盧藏用', '鯫生侍從忝王枚', '——李乂', '右掖司言實不才', '——馬懷素', '宗伯秩禮天地開', '——薛稷', '帝歌難續仰昭回', '——宋之問', '微臣捧日變寒灰', '——陸景初', '遠慚班左愧游陪', '——上官婕妤']"
101,卷2_14,石淙（太子時作）,李顯,"['大明御宇臨萬方', '——李顯', '顧慚內政翊陶唐', '——皇后', '鸞鳴鳳舞向平陽', '——長寧公主', '秦樓魯館沐恩光', '——安樂公主', '無心為子輒求郎', '——太平公主', '雄才七步謝陳王', '——溫王重茂', '當熊讓輦愧前芳', '——上官昭容', '再司銓筦恩可忘', '——崔湜', '文江學海思濟航', '——鄭愔', '萬邦考績臣所詳', '——武平一', '著作不休出中腸', '——閻朝隱', '權豪屏跡肅嚴霜', '——竇從一', '鑄鼎開岳造明堂', '——宗晉卿', '玉醴由來獻壽觴', '——明悉獵']"
102,卷2_15,石淙（相王時作）,李顯,"['三陽本是標靈紀', '二室由來獨擅名', '霞衣霞錦千般狀', '云峰云岫百重生', '水炫珠光遇泉客', '巖懸石鏡厭山精', '永愿乾坤符睿算', '長居膝下屬歡情']"
103,卷2_16,過晉陽宮,李旦,"['奇峰嶾嶙箕山北', '秀崿岧峣嵩鎮南', '地首地肺何曾擬', '天目天臺倍覺慚', '樹影蒙蘢鄣疊岫', '波深洶涌落懸潭', '□愿紫宸居得一', '永欣丹扆御通三', '卷三']"
104,卷3_1,行次成皋途經先圣擒建德之所緬思功業感而賦詩,李隆基,"['緬想封唐處', '實惟建國初', '俯察伊晉野', '仰觀乃參虛', '井邑龍斯躍', '城池鳳翔馀', '林塘猶沛澤', '臺榭宛舊居', '運革祚中否', '時遷命茲符', '顧循承丕構', '怵惕多憂虞', '尚恐威不逮', '復慮化未孚', '豈徒勞轍跡', '所期訓戎車', '習俗問黎人', '親巡慰里閭', '永言念成功', '頌德臨康衢', '長懷經綸日', '嘆息履庭隅', '艱難安可忘', '欲去良踟躕']"
105,卷3_2,校獵義成喜逢大雪率題九韻以示群官,李隆基,"['有隋政昏虐', '群雄已交爭', '先圣按劍起', '叱咤風云生', '飲馬河洛竭', '作氣嵩華驚', '克敵睿圖就', '擒俘帝道亨', '顧慚嗣寶歷', '恭承天下平', '幸過翦鯨地', '感慕神且英']"
106,卷3_3,賜諸州刺史以題座右,李隆基,"['弧矢威天下', '旌旗游近縣', '一面施鳥羅', '三驅教人戰', '暮云成積雪', '曉色開行殿', '皓然原隰同', '不覺林野變', '北風勇士馬', '東日華組練', '觸地銀獐出', '連山縞鹿見', '月兔落高矰', '星狼下急箭', '既欣盈尺兆', '復憶磻溪便', '歲豐將遇賢', '俱荷皇天眷']"
107,卷3_4,送忠州太守康昭遠等,李隆基,"['眷言思共理', '鑒夢想維良', '猗歟此推擇', '聲績著周行', '賢能既俟進', '黎獻實佇康', '視人當如子', '愛人亦如傷', '講學試誦論', '阡陌勸耕桑', '虛譽不可飾', '清知不可忘', '求名跡易見', '安貞德自彰', '訟獄必以情', '教民貴有常', '恤惸且存老', '撫弱復綏強', '勉哉各祗命', '知予眷萬方']"
108,卷3_5,送李邕之任滑臺,李隆基,"['端拱臨中樞', '緬懷共予理', '不有臺閣英', '孰振循良美', '分符侯甸內', '拜手明庭里', '誓節期飲冰', '調人方導水', '嘉聲馳九牧', '惠化光千祀', '時雨侔昔賢', '芳猷貫前史', '佇爾頌中和', '吾將令卿士']"
109,卷3_6,端午三殿宴群臣探得神字,李隆基,"['漢家重東郡', '宛彼白馬津', '黎庶既蕃殖', '臨之勞近臣', '遠別初首路', '今行方及春', '課成應第一', '良牧爾當仁']"
110,卷3_7,溫湯對雪,李隆基,"['五月符天數', '五音調夏鈞', '舊來傳五日', '無事不稱神', '穴枕通靈氣', '長絲續命人', '四時花競巧', '九子粽爭新', '方殿臨華節', '圓宮宴雅臣', '進對一言重', '遒文六義陳', '股肱良足詠', '風化可還淳']"
111,卷3_8,登蒲州逍遙樓,李隆基,"['北風吹同云', '同云飛白雪', '白雪乍回散', '同云何慘烈', '未見溫泉冰', '寧知火井滅', '表瑞良在茲', '庶幾可怡悅']"
112,卷3_9,經河上公廟,李隆基,"['長榆息烽火', '高柳靜風塵', '卜征巡九洛', '展豫出三秦', '昔是潛龍地', '今為上理辰', '時平乘道泰', '聊賞遇年春', '黃河分地絡', '飛觀接天津', '一覽遺芳翰', '千載肅如神']"
113,卷3_10,過王濬墓,李隆基,"['昔聞有耆叟', '河上獨遺榮', '跡與塵囂隔', '心將道德并', '詎以天地累', '寧為寵辱驚', '矯然翔寥廓', '如何屈堅貞', '玄玄妙門啟', '肅肅祠宇清', '冥漠無先后', '那能紀姓名']"
114,卷3_11,初入秦川路逢寒食,李隆基,"['吳國分牛斗', '晉室命龍驤', '受任敵已滅', '策勛名不彰', '居美未盡善', '矜功徒自傷', '長戟今何在', '孤墳此路傍', '不觀松柏茂', '空馀荊棘場', '嘆嗟懸劍隴', '誰識夢刀祥']"
115,卷3_12,春臺望,李隆基,"['洛陽芳樹映天津', '灞岸垂楊窣地新', '直為經過行處樂', '不知虛度兩京春', '去年馀閏今春早', '曙色和風著花草', '可憐寒食與清明', '光輝并在長安道', '自從關路入秦川', '爭道何人不戲鞭', '公子途中妨蹴鞠', '佳人馬上廢秋千', '渭水長橋今欲渡', '蔥蔥漸見新豐樹', '遠看驪岫入云霄', '預想湯池起煙霧', '煙霧氛氳水殿開', '暫拂香輪歸去來', '今歲清明行已晚', '明年寒食更相陪']"
116,卷3_13,過大哥宅探得歌字韻,李隆基,"['暇景屬三春', '高臺聊四望', '目極千里際', '山川一何壯', '太華見重巖', '終南分疊嶂', '郊原紛綺錯', '參差多異狀', '佳氣滿通溝', '遲步入綺樓', '初鶯一一鳴紅樹', '歸雁雙雙去綠洲', '太液池中下黃鶴', '昆明水上映牽牛', '聞道漢家全盛日', '別館離宮趣非一', '甘泉逶迤亙明光', '五柞連延接未央', '周廬徼道縱橫轉', '飛閣回軒左右長', '須念作勞居者逸', '勿言我后焉能恤', '為想雄豪壯柏梁', '何如儉陋卑茅室', '陽烏黯黯向山沉', '夕鳥喧喧入上林', '薄暮賞馀回步輦', '還念中人罷百金']"
117,卷3_14,同玉真公主過大哥山池,李隆基,"['魯衛情先重', '親賢愛轉多', '冕旒豐暇日', '乘景暫經過', '戚里申高宴', '平臺奏雅歌', '復尋為善樂', '方驗保山河']"
118,卷3_15,經鄒魯祭孔子而嘆之,李隆基,"['地有招賢處', '人傳樂善名', '鶩池臨九達', '龍岫對層城', '桂月先秋冷', '蘋風向晚清', '鳳樓遙可見', '仿佛玉簫聲']"
119,卷3_16,惟此溫泉是稱愈疾豈予獨受其福思與兆人共之…言其志,李隆基,"['夫子何為者', '棲棲一代中', '地猶鄹氏邑', '宅即魯王宮', '嘆鳳嗟身否', '傷麟怨道窮', '今看兩楹奠', '當與夢時同']"
120,卷3_17,旋師喜捷,李隆基,"['桂殿與山連', '蘭湯涌自然', '陰崖含秀色', '溫谷吐潺湲', '績為蠲邪著', '功因養正宣', '愿言將億兆', '同此共昌延']"
121,卷3_18,過老子廟,李隆基,"['邊服胡塵起', '長安漢將飛', '龍蛇開陣法', '貔虎振軍威', '詐虜腦涂地', '征夫血染衣', '今朝書奏入', '明日凱歌歸']"
122,卷3_19,途次陜州,李隆基,"['仙居懷圣德', '靈廟肅神心', '草合人蹤斷', '塵濃鳥跡深', '流沙丹灶沒', '關路紫煙沉', '獨傷千載后', '空馀松柏林']"
123,卷3_20,野次喜雪,李隆基,"['境出三秦外', '途分二陜中', '山川入虞虢', '風俗限西東', '樹古棠陰在', '耕馀讓畔空', '鳴笳從此去', '行見洛陽宮']"
124,卷3_21,送賀知章歸四明,李隆基,"['拂曙辟行宮', '寒皋野望通', '繁云低遠岫', '飛雪舞長空', '賦象恒依物', '縈回屢逐風', '為知勤恤意', '先此示年豐']"
125,卷3_22,軒游宮十五夜,李隆基,"['遺榮期入道', '辭老竟抽簪', '豈不惜賢達', '其如高尚心', '寰中得秘要', '方外散幽襟', '獨有青門餞', '群僚悵別深']"
126,卷3_23,觀拔河俗戲,李隆基,"['行邁離秦國', '巡方赴洛師', '路逢三五夜', '春色暗中期', '關外長河轉', '宮中淑氣遲', '歌鐘對明月', '不減舊游時']"
127,卷3_24,同劉晃喜雨,李隆基,"['壯徒恒賈勇', '拔拒抵長河', '欲練英雄志', '須明勝負多', '噪齊山岌嶪', '氣作水騰波', '預期年歲稔', '先此樂時和']"
128,卷3_25,千秋節賜群臣鏡,李隆基,"['節變寒初盡', '時和氣已春', '繁云先合寸', '膏雨自依旬', '颯颯飛平野', '霏霏靜暗塵', '懸知花葉意', '朝夕望中新']"
129,卷3_26,賜道士鄧紫陽,李隆基,"['鑄得千秋鏡', '光生百煉金', '分將賜群后', '遇象見清心', '臺上冰華澈', '窗中月影臨', '更銜長綬帶', '留意感人深']"
130,卷3_27,幸蜀西至劍門,李隆基,"['太乙三門訣', '元君六甲符', '下傳金版術', '上刻玉清書', '有美探真士', '囊中得秘書', '自知三醮后', '翊我滅殘胡']"
131,卷3_28,答司馬承禎上劍鏡,李隆基,"['劍閣橫云峻', '鑾輿出狩回', '翠屏千仞合', '丹嶂五丁開', '灌木縈旗轉', '仙云拂馬來', '乘時方在德', '嗟爾勒銘才']"
132,卷3_29,送趙法師還蜀因名山奠簡,李隆基,"['寶照含天地', '神劍合陰陽', '日月麗光景', '星斗裁文章', '寫鑒表容質', '佩服為身防', '從茲一賞玩', '永德保齡長']"
133,卷3_30,送道士薛季昌還山,李隆基,"['道家奠靈簡', '自昔仰神仙', '真子今將命', '蒼生福可傳', '江山尋故國', '城郭信依然', '二室遙相望', '云回洞里天']"
134,卷3_31,送玄同真人李抱樸謁灊山仙祠,李隆基,"['洞府修真客', '衡陽念舊居', '將成金闕要', '愿奉玉清書', '云路三天近', '松溪萬籟虛', '猶期傳秘訣', '來往候仙輿']"
135,卷3_32,春日出苑游矚（太子時作）,李隆基,"['城闕天中近', '蓬瀛海上遙', '歸期千載鶴', '春至一來朝', '采藥逢三秀', '餐霞臥九霄', '參同如有旨', '金鼎待君燒']"
136,卷3_33,春晚宴兩相及禮官麗正殿學士探得風字,李隆基,"['三陽麗景早芳辰', '四序佳園物候新', '梅花百樹障去路', '垂柳千條暗回津', '鳥飛直為驚風葉', '魚沒都由怯岸人', '惟愿圣主南山壽', '何愁不賞萬年春']"
137,卷3_34,首夏花萼樓觀群臣宴寧王山亭回樓下又申之以賞樂賦詩,李隆基,"['乾道運無窮', '恒將人代工', '陰陽調歷象', '禮樂報玄穹', '介胄清荒外', '衣冠佐域中', '言談延國輔', '詞賦引文雄', '野霽伊川綠', '郊明鞏樹紅', '冕旒多暇景', '詩酒會春風']"
138,卷3_35,同二相已下群官樂游園宴,李隆基,"['今年通閏月', '入夏展春輝', '樓下風光晚', '城隅宴賞歸', '九歌揚政要', '六舞散朝衣', '天喜時相合', '人和事不違', '禮中推意厚', '樂處感心微', '別賞陽臺樂', '前旬暮雨飛']"
139,卷3_36,集賢書院成，送張說上集賢學士，賜宴得珍字,李隆基,"['撰日巖廊暇', '需云宴樂初', '萬方朝玉帛', '千品會簪裾', '地入南山近', '城分北斗馀', '池塘垂柳密', '原隰野花疏', '帟幕看逾暗', '歌鐘聽自虛', '興闌歸騎轉', '還奏弼違書']"
140,卷3_37,王屋山送道士司馬承禎還天臺,李隆基,"['廣學開書院', '崇儒引席珍', '集賢招袞職', '論道命臺臣', '禮樂沿今古', '文章革舊新', '獻酬尊俎列', '賓主位班陳', '節變云初夏', '時移氣尚春', '所希光史冊', '千載仰茲晨']"
141,卷3_38,早度蒲津關,李隆基,"['紫府求賢士', '清溪祖逸人', '江湖與城闕', '異跡且殊倫', '間有幽棲者', '居然厭俗塵', '林泉先得性', '芝桂欲調神', '地道逾稽嶺', '天臺接海濱', '音徽從此間', '萬古一芳春']"
142,卷3_39,途經華岳,李隆基,"['鐘鼓嚴更曙', '山河野望通', '鳴鑾下蒲坂', '飛旆入秦中', '地險關逾壯', '天平鎮尚雄', '春來津樹合', '月落戍樓空', '馬色分朝景', '雞聲逐曉風', '所希常道泰', '非復候繻同']"
143,卷3_40,喜雪,李隆基,"['飭駕去京邑', '鳴鸞指洛川', '循途經太華', '回蹕暫周旋', '翠崿留斜影', '懸巖冒夕煙', '四方皆石壁', '五位配金天', '仿佛看高掌', '依稀聽子先', '終當銘歲月', '從此記靈仙']"
144,卷3_41,幸鳳泉湯,李隆基,"['日觀卜先征', '時巡順物情', '風行未備禮', '云密遽飄霙', '委樹寒花發', '縈空落絮輕', '朝如玉已會', '庭似月猶明', '既睹膚先合', '還欣尺有盈', '登封何以報', '因此謝功成']"
145,卷3_42,南出雀鼠谷答張說,李隆基,"['西狩觀周俗', '南山歷漢宮', '薦鮮知路近', '省斂覺年豐', '陰谷含神爨', '湯泉養圣功', '益齡仙井合', '愈疾醴源通', '不重鳴岐鳳', '誰矜陳寶雄', '愿將無限澤', '沾沐眾心同']"
146,卷3_43,賜崔日知往潞州,李隆基,"['雷出應乾象', '風行順國人', '川途猶在晉', '車馬漸歸秦', '背陜關山險', '橫汾鼓吹頻', '草依陽谷變', '花待北巖春', '聞有鹓鸞客', '清詞雅調新', '求音思欲報', '心跡竟難陳']"
147,卷3_44,為趙法師別造精院過院賦詩,李隆基,"['潞國開新府', '壺關寵舊林', '妙旌循吏德', '持悅庶氓心', '禮樂中朝貴', '神明列郡欽', '揚風非贈扇', '易俗是張琴', '藩鎮謳謠滿', '行宮雨露深', '會書丞相策', '先賜潁川金']"
148,卷3_45,端午,李隆基,"['宗師心物外', '為道運虛舟', '不戀巖泉賞', '來從宮禁游', '探玄知幾歲', '習靜更宜秋', '煙樹辨朝色', '風湍聞夜流', '坐朝繁聽覽', '尋勝在清幽', '欲廣無為化', '因茲庶可求']"
149,卷3_46,春中興慶宮酺宴,李隆基,"['端午臨中夏', '時清日復長', '鹽梅已佐鼎', '曲糵且傳觴', '事古人留跡', '年深縷積長', '當軒知槿茂', '向水覺蘆香', '億兆同歸壽', '群公共保昌', '忠貞如不替', '貽厥后昆芳']"
150,卷3_47,千秋節宴,李隆基,"['九達長安道', '三陽別館春', '還將聽朝暇', '回作豫游晨', '不戰要荒服', '無刑禮樂新', '合酺覃土宇', '歡宴接群臣', '玉斝飛千日', '瓊筵薦八珍', '舞衣云曳影', '歌扇月開輪', '伐鼓魚龍雜', '撞鐘角牴陳', '曲終酣興晚', '須有醉歸人']"
151,卷3_48,左丞相說右丞相璟太子少傅乾曜同日上官命宴東堂賜詩,李隆基,"['蘭殿千秋節', '稱名萬壽觴', '風傳率土慶', '日表繼天祥', '玉宇開花萼', '宮縣動會昌', '衣冠白鷺下', '帟幕翠云長', '獻遺成新俗', '朝儀入舊章', '月銜花綬鏡', '露綴彩絲囊', '處處祠田祖', '年年宴杖鄉', '深思一德事', '小獲萬人康']"
152,卷3_49,早登太行山中言志,李隆基,"['赤帝收三杰', '黃軒舉二臣', '由來丞相重', '分掌國之鈞', '我有握中璧', '雙飛席上珍', '子房推道要', '仲子訝風神', '復輟臺衡老', '將為調護人', '鹓鸞同拜日', '車騎擁行塵', '樂聚南宮宴', '觴連北斗醇', '俾予成百揆', '垂拱問彝倫']"
153,卷3_50,平胡,李隆基,"['清蹕度河陽', '凝笳上太行', '火龍明鳥道', '鐵騎繞羊腸', '白霧埋陰壑', '丹霞助曉光', '澗泉含宿凍', '山木帶馀霜', '野老茅為屋', '樵人薜作裳', '宣風問耆艾', '敦俗勸耕桑', '涼德慚先哲', '徽猷慕昔皇', '不因今展義', '何以冒垂堂']"
154,卷3_51,游興慶宮作,李隆基,"['雜虜忽猖狂', '無何敢亂常', '羽書朝繼入', '烽火夜相望', '將出兇門勇', '兵因死地強', '蒙輪皆突騎', '按劍盡鷹揚', '鼓角雄山野', '龍蛇入戰場', '流膏潤沙漠', '濺血染鋒铓', '霧掃清玄塞', '云開靜朔方', '武功今已立', '文德愧前王']"
155,卷3_52,送張說巡邊,李隆基,"['代邸青門右', '離宮紫陌陲', '庭如過沛日', '水若渡江時', '綺觀連雞岫', '朱樓接雁池', '從來敦棣萼', '今此茂荊枝', '萬葉傳馀慶', '千年志不移', '憑軒聊屬目', '輕輦共追隨', '務本方崇訓', '相輝保羽儀', '時康俗易漸', '德薄政難施', '鼓吹迎飛蓋', '弦歌送羽卮', '所希覃率土', '孝弟一同規']"
156,卷3_53,餞王晙巡邊,李隆基,"['端拱復垂裳', '長懷御遠方', '股肱申教義', '戈劍靖要荒', '命將綏邊服', '雄圖出廟堂', '三臺入武帳', '八座起文昌', '寶胄匡韓主', '華宗輔漢王', '茂先慚博物', '平子謝文章', '盡節恢時佐', '輸誠御寇場', '三軍臨朔野', '駟馬即戎行', '鼓吹威夷狄', '旌軒溢洛陽', '云臺先著美', '今日更貽芳']"
157,卷3_54,巡省途次上黨舊宮賦,李隆基,"['振武威荒服', '揚文肅遠墟', '金壇申將禮', '玉節授軍符', '免胄三方外', '銜刀萬里馀', '昔時吳會靜', '今日虜庭虛', '分閫仍推轂', '援桴且訓車', '風揚旌旆遠', '雨洗甲兵初', '坐見臺階謐', '行聞襖祲除', '檄來雖插羽', '箭去亦飛書', '舟楫功須著', '鹽梅望匪疏', '不應陳七德', '欲使化先敷']"
158,卷3_55,潼關口號,李隆基,"['三千初擊浪', '九萬欲摶空', '天地猶驚否', '陰陽始遇蒙', '存貞期歷試', '佐貳佇昭融', '多謝時康理', '良慚實賴功', '長懷問鼎氣', '夙負拔山雄', '不學劉琨舞', '先歌漢祖風', '英髦既包括', '豪杰自牢籠', '人事一朝異', '謳歌四海同', '如何昔朱邸', '今此作離宮', '雁沼澄瀾翠', '猿巖落照紅', '小山秋桂馥', '長坂舊蘭叢', '即是淹留處', '乘歡樂未窮']"
159,卷3_56,千秋節賜群臣鏡,李隆基,"['河曲回千里', '關門限二京', '所嗟非恃德', '設險到天平']"
160,卷3_57,續薛令之題壁,李隆基,"['瑞露垂花綬', '寒冰澈寶輪', '對茲臺上月', '聊以慶佳辰']"
161,卷3_58,送胡真師還西山,李隆基,"['啄木觜距長', '鳳凰羽毛短', '苦嫌松桂寒', '任逐桑榆暖']"
162,卷3_59,過大哥山池題石壁,李隆基,"['仙客厭人間', '孤云比性閑', '話離情未已', '煙水萬重山']"
163,卷3_60,題梅妃畫真,李隆基,"['澄潭皎鏡石崔巍', '萬壑千巖暗綠苔', '林亭自有幽貞趣', '況復秋深爽氣來']"
164,卷3_61,鶺鴒頌,李隆基,"['憶昔嬌妃在紫宸', '鉛華不御得天真', '霜綃雖似當時態', '爭奈嬌波不顧人']"
165,卷3_62,傀儡吟,李隆基,"['伊我軒宮', '奇樹青蔥', '藹周廬兮', '冒霜停雪', '以茂以悅', '恣卷舒兮', '連枝同榮', '吐綠含英', '曜春初兮', '蓐收御節', '寒露微結', '氣清虛兮', '桂宮蘭殿', '唯所息宴', '棲雍渠兮', '行搖飛鳴', '急難有情', '情有馀兮', '顧惟德涼', '夙夜兢惶', '慚化疏兮', '上之所教', '下之所效', '實在予兮', '天倫之性', '魯衛分政', '親賢居兮', '爰游爰處', '爰笑爰語', '巡庭除兮', '觀此翔禽', '以悅我心', '良史書兮']"
